match_id,date,gender,competition,competition_id,stage,team_a,team_b,team_a_score,team_b_score,sets_a,sets_b,winner,venue,country_host,neutral,source,source_match_id,tournament_no,no_in_tournament,elo_a_pre,elo_b_pre,elo_pred_a,elo_a_post,elo_b_post,a_matches_played,a_current_streak,a_days_since_last,a_win_rate_last5,a_set_margin_avg_last5,a_win_rate_last10,a_set_margin_avg_last10,b_matches_played,b_current_streak,b_days_since_last,b_win_rate_last5,b_set_margin_avg_last5,b_win_rate_last10,b_set_margin_avg_last10,h2h_matches_played,h2h_win_rate_a,competition_importance,stage_importance,match_importance,tournament_progress,elo_diff,matches_played_diff,current_streak_diff,days_since_last_diff,win_rate_last5_diff,set_margin_avg_last5_diff,win_rate_last10_diff,set_margin_avg_last10_diff
fivb_vis:20084,2024-06-09,women,NORCECA Championship,NORCECA_WOMEN,other,PRI,MEX,96,90,3,1,team_a,Coliseo Salvador Dijol,,True,fivb_vis,20084,1474,6,1501.9912347453353,1489.0760858759695,0.5185778370247334,1517.3967439605437,1473.670576660761,121,3,1.0,0.6,0.6,0.4,-0.8,90,3,1.0,0.6,0.8,0.4,-0.3,9,0.6666666666666666,2.0,1.0,2.0,1.0,12.915148869365794,31,0,0.0,0.0,-0.20000000000000007,0.0,-0.5
fivb_vis:20085,2024-06-14,men,NORCECA Championship,NORCECA_MEN,other,MEX,DOM,55,76,0,3,team_b,Coliseo Salvador Dijol,,True,fivb_vis,20085,1475,1,1591.5469823133672,1413.7305155391941,0.7356720492376434,1568.0054767377626,1437.2720211147987,107,2,264.0,0.6,0.4,0.5,-0.4,70,-8,264.0,0.0,-2.0,0.2,-1.3,11,0.7272727272727273,2.0,1.0,2.0,0.16666666666666666,177.81646677417302,37,10,0.0,0.6,2.4,0.3,0.9
fivb_vis:20086,2024-06-14,men,NORCECA Championship,NORCECA_MEN,other,PRI,GTM,75,46,3,0,team_a,Coliseo Salvador Dijol,,True,fivb_vis,20086,1475,2,1487.2716524668297,1394.3892553781343,0.6305726002821077,1499.0933292578022,1382.5675785871617,127,3,264.0,0.6,-0.2,0.5,-0.3,51,-3,369.0,0.2,-1.6,0.1,-1.8,3,1.0,2.0,1.0,2.0,0.3333333333333333,92.88239708869537,76,6,-105.0,0.39999999999999997,1.4000000000000001,0.4,1.5
fivb_vis:20087,2024-06-15,men,NORCECA Championship,NORCECA_MEN,other,GTM,MEX,65,77,0,3,team_b,Coliseo Salvador Dijol,,True,fivb_vis,20087,1475,3,1382.5675785871617,1568.0054767377626,0.25588521289242316,1374.3792517746042,1576.1938035503201,52,-4,1.0,0.2,-1.8,0.1,-1.9,108,-1,1.0,0.6,0.4,0.5,-0.4,4,0.0,2.0,1.0,2.0,0.5,-185.43789815060086,-56,-3,0.0,-0.39999999999999997,-2.2,-0.4,-1.5
fivb_vis:20088,2024-06-15,men,NORCECA Championship,NORCECA_MEN,other,DOM,PRI,68,80,0,3,team_b,Coliseo Salvador Dijol,,True,fivb_vis,20088,1475,4,1437.2720211147987,1499.0933292578022,0.4119591906802584,1424.0893270130305,1512.2760233595704,71,1,1.0,0.2,-1.0,0.2,-1.3,128,4,1.0,0.8,0.8,0.5,-0.3,8,0.375,2.0,1.0,2.0,0.6666666666666666,-61.821308143003534,-57,-3,0.0,-0.6000000000000001,-1.8,-0.3,-1.0
fivb_vis:20089,2024-06-16,men,NORCECA Championship,NORCECA_MEN,other,DOM,GTM,113,96,3,2,team_a,Coliseo Salvador Dijol,,True,fivb_vis,20089,1475,5,1424.0893270130305,1374.3792517746042,0.5710543567239809,1437.815587597863,1360.6529911897717,72,-1,1.0,0.2,-1.0,0.1,-1.9,53,-5,1.0,0.0,-3.0,0.1,-2.0,7,0.8571428571428571,2.0,1.0,2.0,0.8333333333333334,49.71007523842627,19,4,0.0,0.2,2.0,0.0,0.10000000000000009
fivb_vis:20090,2024-06-16,men,NORCECA Championship,NORCECA_MEN,other,PRI,MEX,98,82,3,1,team_a,Coliseo Salvador Dijol,,True,fivb_vis,20090,1475,6,1512.2760233595704,1576.1938035503201,0.409038806558622,1531.1867815496946,1557.283045360196,129,5,1.0,1.0,2.0,0.6,0.3,109,1,1.0,0.6,0.4,0.6,0.2,15,0.6,2.0,1.0,2.0,1.0,-63.91778019074968,20,4,0.0,0.4,1.6,0.0,0.09999999999999998
fivb_vis:20185,2024-06-26,women,NORCECA Championship,NORCECA_WOMEN,other,USA,MEX,85,71,3,0,team_a,Palacio del Voleibol “Prof. Ricardo G. Arias”,,True,fivb_vis,20185,1476,1,1896.8924509331482,1473.670576660761,0.919550917343212,1899.4668215781655,1471.0962060157437,292,-1,5.0,0.6,0.8,0.6,0.9,91,-1,17.0,0.6,0.6,0.3,-0.8,7,1.0,2.0,1.0,2.0,0.09090909090909091,423.22187427238714,201,0,-12.0,0.0,0.20000000000000007,0.3,1.7000000000000002
fivb_vis:20186,2024-06-26,women,NORCECA Championship,NORCECA_WOMEN,other,DOM,CUB,75,54,3,0,team_a,Palacio del Voleibol “Prof. Ricardo G. Arias”,,True,fivb_vis,20186,1476,2,1691.3359646478125,1480.552014943799,0.7708946798500749,1698.6673348926101,1473.2206446990012,258,-3,11.0,0.2,-1.2,0.2,-1.3,128,1,17.0,0.2,-1.6,0.4,-0.6,10,0.8,2.0,1.0,2.0,0.18181818181818182,210.7839497040136,130,-4,-6.0,0.0,0.40000000000000013,-0.2,-0.7000000000000001
fivb_vis:20187,2024-06-27,women,NORCECA Championship,NORCECA_WOMEN,other,CAN,MEX,84,96,1,3,team_b,Palacio del Voleibol “Prof. Ricardo G. Arias”,,True,fivb_vis,20187,1476,3,1720.0008535840516,1471.0962060157437,0.8073388197357736,1694.1660113525068,1496.9310482472886,143,1,12.0,0.6,0.2,0.6,0.4,92,-2,1.0,0.6,0.6,0.3,-0.9,10,0.9,2.0,1.0,2.0,0.2727272727272727,248.90464756830784,51,3,11.0,0.0,-0.39999999999999997,0.3,1.3
fivb_vis:20188,2024-06-27,women,NORCECA Championship,NORCECA_WOMEN,other,PRI,CUB,101,95,3,2,team_a,Palacio del Voleibol “Prof. Ricardo G. Arias”,,True,fivb_vis,20188,1476,4,1517.3967439605437,1473.2206446990012,0.5632341179082581,1531.3732521874795,1459.2441364720655,122,4,18.0,0.8,1.6,0.5,-0.3,129,-1,1.0,0.2,-1.6,0.3,-1.1,11,0.5454545454545454,2.0,1.0,2.0,0.36363636363636365,44.176099261542504,-7,5,17.0,0.6000000000000001,3.2,0.2,0.8
fivb_vis:20189,2024-06-28,women,NORCECA Championship,NORCECA_WOMEN,other,USA,CAN,75,49,3,0,team_a,Palacio del Voleibol “Prof. Ricardo G. Arias”,,True,fivb_vis,20189,1476,5,1899.4668215781655,1694.1660113525068,0.7652724551485927,1906.9781030134106,1686.6547299172616,293,1,2.0,0.6,0.8,0.6,0.9,144,-1,1.0,0.4,-0.8,0.5,0.0,14,0.9285714285714286,2.0,1.0,2.0,0.45454545454545453,205.30081022565878,149,2,1.0,0.19999999999999996,1.6,0.09999999999999998,0.9
fivb_vis:20190,2024-06-28,women,NORCECA Championship,NORCECA_WOMEN,other,DOM,PRI,117,112,3,2,team_a,Palacio del Voleibol “Prof. Ricardo G. Arias”,,True,fivb_vis,20190,1476,6,1698.6673348926101,1531.3732521874795,0.7237264821967656,1707.5080874623136,1522.532499617776,259,1,2.0,0.4,-0.2,0.2,-1.3,123,5,1.0,1.0,2.4,0.6,0.1,13,1.0,2.0,1.0,2.0,0.5454545454545454,167.29408270513068,136,-4,1.0,-0.6,-2.6,-0.39999999999999997,-1.4000000000000001
fivb_vis:20191,2024-06-29,women,NORCECA Championship,NORCECA_WOMEN,other,USA,PRI,96,85,3,1,team_a,Palacio del Voleibol “Prof. Ricardo G. Arias”,,True,fivb_vis,20191,1476,7,1906.9781030134106,1522.532499617776,0.9014150140349487,1910.1328225642924,1519.3777800668943,294,2,1.0,0.6,0.8,0.6,1.0,124,-1,1.0,0.8,1.6,0.6,0.3,9,0.7777777777777778,2.0,1.0,2.0,0.6363636363636364,384.44560339563463,170,3,0.0,-0.20000000000000007,-0.8,0.0,0.7
fivb_vis:20192,2024-06-29,women,NORCECA Championship,NORCECA_WOMEN,other,DOM,MEX,75,58,3,0,team_a,Palacio del Voleibol “Prof. Ricardo G. Arias”,,True,fivb_vis,20192,1476,8,1707.5080874623136,1496.9310482472886,0.770684249428228,1714.8461914806103,1489.5929442289919,260,2,1.0,0.4,-0.4,0.3,-0.9,93,1,2.0,0.6,0.4,0.4,-0.4,9,1.0,2.0,1.0,2.0,0.7272727272727273,210.57703921502502,167,1,-1.0,-0.19999999999999996,-0.8,-0.10000000000000003,-0.5
fivb_vis:20193,2024-06-30,women,NORCECA Championship,NORCECA_WOMEN,other,CAN,CUB,76,66,3,0,team_a,Palacio del Voleibol “Prof. Ricardo G. Arias”,,True,fivb_vis,20193,1476,9,1686.6547299172616,1459.2441364720655,0.787359267348447,1693.4592333621113,1452.439633027216,145,-2,2.0,0.4,-0.8,0.4,-0.5,130,-2,3.0,0.2,-1.4,0.3,-0.9,7,0.8571428571428571,2.0,1.0,2.0,0.8181818181818182,227.41059344519613,15,0,-1.0,0.2,0.5999999999999999,0.10000000000000003,0.4
fivb_vis:20194,2024-06-30,women,NORCECA Championship,NORCECA_WOMEN,other,PRI,MEX,93,99,1,3,team_b,Palacio del Voleibol “Prof. Ricardo G. Arias”,,True,fivb_vis,20194,1476,10,1519.3777800668943,1489.5929442289919,0.5427591267768609,1502.0094880100348,1506.9612362858513,125,-2,1.0,0.6,0.6,0.6,0.4,94,-1,1.0,0.4,-0.6,0.4,-0.5,10,0.7,2.0,1.0,2.0,0.9090909090909091,29.784835837902392,31,-1,0.0,0.19999999999999996,1.2,0.19999999999999996,0.9
fivb_vis:20195,2024-06-30,women,NORCECA Championship,NORCECA_WOMEN,other,DOM,USA,105,92,3,2,team_a,Palacio del Voleibol “Prof. Ricardo G. Arias”,,True,fivb_vis,20195,1476,11,1714.8461914806103,1910.1328225642924,0.24524042221454675,1738.9984979697447,1885.980516075158,261,3,1.0,0.6,0.6,0.4,-0.4,295,3,1.0,0.8,1.6,0.6,0.9,25,0.24,2.0,1.0,2.0,1.0,-195.2866310836821,-34,0,0.0,-0.20000000000000007,-1.0,-0.19999999999999996,-1.3
fivb_vis:20297,2024-08-20,men,NORCECA Championship,NORCECA_MEN,other,CUB,MEX,52,75,0,3,team_b,Centre Slush Puppie,,True,fivb_vis,20297,1478,1,1645.7954300719496,1557.283045360196,0.6246935328171992,1625.8052370217993,1577.2732384103463,162,-1,58.0,0.4,-0.2,0.3,-0.6,110,-1,65.0,0.6,0.4,0.6,0.3,14,0.7142857142857143,2.0,1.0,2.0,0.05555555555555555,88.51238471175361,52,0,-7.0,-0.19999999999999996,-0.6000000000000001,-0.3,-0.8999999999999999
fivb_vis:20298,2024-08-20,men,NORCECA Championship,NORCECA_MEN,other,USA,DOM,100,86,3,1,team_a,Centre Slush Puppie,,True,fivb_vis,20298,1478,2,1908.6482953939044,1437.815587597863,0.9376335035201329,1910.6440232812602,1435.8198597105072,281,1,11.0,0.8,1.4,0.7,0.9,73,1,65.0,0.4,-0.2,0.2,-1.5,11,1.0,2.0,1.0,2.0,0.1111111111111111,470.8327077960414,208,0,-54.0,0.4,1.5999999999999999,0.49999999999999994,2.4
fivb_vis:20299,2024-08-20,men,NORCECA Championship,NORCECA_MEN,other,CAN,PRI,75,59,3,0,team_a,Centre Slush Puppie,,True,fivb_vis,20299,1478,3,1688.8242815995616,1531.1867815496946,0.7124748736969997,1698.0250856412576,1521.9859775079985,233,-4,17.0,0.2,-1.6,0.5,-0.1,130,6,65.0,1.0,2.0,0.7,0.7,14,0.7142857142857143,2.0,1.0,2.0,0.16666666666666666,157.63750004986696,103,-10,-48.0,-0.8,-3.6,-0.19999999999999996,-0.7999999999999999
fivb_vis:20300,2024-08-21,men,NORCECA Championship,NORCECA_MEN,other,USA,MEX,108,98,3,2,team_a,Centre Slush Puppie,,True,fivb_vis,20300,1478,4,1910.6440232812602,1577.2732384103463,0.8720309523007556,1914.739032807636,1573.1782288839704,282,2,1.0,0.8,1.6,0.8,1.2,111,1,1.0,0.6,0.8,0.6,0.4,9,1.0,2.0,1.0,2.0,0.2222222222222222,333.3707848709139,171,1,0.0,0.20000000000000007,0.8,0.20000000000000007,0.7999999999999999
fivb_vis:20301,2024-08-21,men,NORCECA Championship,NORCECA_MEN,other,CUB,PRI,76,67,3,0,team_a,Centre Slush Puppie,,True,fivb_vis,20301,1478,5,1625.8052370217993,1521.9859775079985,0.6451142894016827,1637.1615797609454,1510.6296347688524,163,-2,1.0,0.2,-1.0,0.3,-0.8,131,-1,1.0,0.8,1.2,0.6,0.2,17,0.9411764705882353,2.0,1.0,2.0,0.2777777777777778,103.81925951380072,32,-1,0.0,-0.6000000000000001,-2.2,-0.3,-1.0
fivb_vis:20302,2024-08-21,men,NORCECA Championship,NORCECA_MEN,other,CAN,DOM,84,74,3,0,team_a,Centre Slush Puppie,,True,fivb_vis,20302,1478,6,1698.0250856412576,1435.8198597105072,0.8189685057867372,1703.8180934560821,1430.0268518956827,234,1,1.0,0.2,-1.2,0.5,0.0,74,-1,1.0,0.4,-0.4,0.2,-1.4,6,1.0,2.0,1.0,2.0,0.3333333333333333,262.20522593075043,160,2,0.0,-0.2,-0.7999999999999999,0.3,1.4
fivb_vis:20303,2024-08-22,men,NORCECA Championship,NORCECA_MEN,other,USA,PRI,75,59,3,0,team_a,Centre Slush Puppie,,True,fivb_vis,20303,1478,7,1914.739032807636,1510.6296347688524,0.9110270898105084,1917.5861659336997,1507.7825016427887,283,3,1.0,0.8,1.4,0.8,1.2,132,-2,1.0,0.6,0.4,0.6,0.1,10,0.8,2.0,1.0,2.0,0.3888888888888889,404.10939803878364,151,5,0.0,0.20000000000000007,0.9999999999999999,0.20000000000000007,1.0999999999999999
fivb_vis:20304,2024-08-22,men,NORCECA Championship,NORCECA_MEN,other,DOM,MEX,60,75,0,3,team_b,Centre Slush Puppie,,True,fivb_vis,20304,1478,8,1430.0268518956827,1573.1782288839704,0.3049055738127239,1420.2698735336755,1582.9352072459776,75,-2,1.0,0.4,-0.8,0.2,-1.4,112,-1,1.0,0.4,0.0,0.5,0.2,12,0.3333333333333333,2.0,1.0,2.0,0.4444444444444444,-143.15137698828767,-37,-1,0.0,0.0,-0.8,-0.3,-1.5999999999999999
fivb_vis:20305,2024-08-22,men,NORCECA Championship,NORCECA_MEN,other,CAN,CUB,75,64,3,0,team_a,Centre Slush Puppie,,True,fivb_vis,20305,1478,9,1703.8180934560821,1637.1615797609454,0.5947665697980752,1716.7855632225437,1624.1941099944838,235,2,1.0,0.4,0.0,0.6,0.5,164,1,1.0,0.4,-0.2,0.3,-0.7,18,0.5555555555555556,2.0,1.0,2.0,0.5,66.65651369513671,71,1,0.0,0.0,0.2,0.3,1.2
fivb_vis:20306,2024-08-23,men,NORCECA Championship,NORCECA_MEN,other,MEX,PRI,90,96,1,3,team_b,Centre Slush Puppie,,True,fivb_vis,20306,1478,10,1582.9352072459776,1507.7825016427887,0.6064976345468308,1563.527282940479,1527.1904259482874,113,1,1.0,0.6,1.2,0.6,0.8,133,-3,1.0,0.4,-0.8,0.6,0.0,16,0.375,2.0,1.0,2.0,0.5555555555555556,75.1527056031889,-20,4,0.0,0.19999999999999996,2.0,0.0,0.8
fivb_vis:20307,2024-08-23,men,NORCECA Championship,NORCECA_MEN,other,DOM,CUB,75,65,3,0,team_a,Centre Slush Puppie,,True,fivb_vis,20307,1478,11,1420.2698735336755,1624.1941099944838,0.23615396322762666,1444.7129467103914,1599.751036817768,76,-3,1.0,0.2,-2.0,0.2,-1.5,165,-1,1.0,0.4,-0.6,0.3,-0.8,8,0.0,2.0,1.0,2.0,0.6111111111111112,-203.9242364608083,-89,-2,0.0,-0.2,-1.4,-0.09999999999999998,-0.7
fivb_vis:20308,2024-08-23,men,NORCECA Championship,NORCECA_MEN,other,CAN,USA,75,62,3,0,team_a,Centre Slush Puppie,,True,fivb_vis,20308,1478,12,1716.7855632225437,1917.5861659336997,0.23941285857436972,1741.124351748164,1893.2473774080795,236,3,1.0,0.6,1.0,0.6,0.7,284,4,1.0,0.8,1.6,0.8,1.3,22,0.36363636363636365,2.0,1.0,2.0,0.6666666666666666,-200.800602711156,-48,-1,0.0,-0.20000000000000007,-0.6000000000000001,-0.20000000000000007,-0.6000000000000001
fivb_vis:20309,2024-08-24,men,NORCECA Championship,NORCECA_MEN,other,PRI,DOM,90,84,3,1,team_a,Centre Slush Puppie,,True,fivb_vis,20309,1478,13,1527.1904259482874,1444.7129467103914,0.6165141462496762,1539.4619732682977,1432.441399390381,134,1,1.0,0.4,-1.0,0.7,0.5,77,1,1.0,0.4,-0.8,0.3,-0.9,9,0.6666666666666666,2.0,1.0,2.0,0.7222222222222222,82.47747923789598,57,0,0.0,0.0,-0.19999999999999996,0.39999999999999997,1.4
fivb_vis:20310,2024-08-24,men,NORCECA Championship,NORCECA_MEN,other,USA,CUB,83,62,3,0,team_a,Centre Slush Puppie,,True,fivb_vis,20310,1478,14,1893.2473774080795,1599.751036817768,0.8441584919304831,1898.234305666304,1594.7641085595435,285,-1,1.0,0.8,1.2,0.8,1.3,166,-2,1.0,0.2,-1.8,0.3,-0.9,11,0.6363636363636364,2.0,1.0,2.0,0.7777777777777778,293.49634059031155,119,1,0.0,0.6000000000000001,3.0,0.5,2.2
fivb_vis:20311,2024-08-24,men,NORCECA Championship,NORCECA_MEN,other,CAN,MEX,92,100,1,3,team_b,Centre Slush Puppie,,True,fivb_vis,20311,1478,15,1741.124351748164,1563.527282940479,0.7354263833438823,1717.5907074811596,1587.0609272074832,237,4,1.0,0.8,2.2,0.6,0.7,114,-1,1.0,0.4,0.2,0.5,0.3,16,0.8125,2.0,1.0,2.0,0.8333333333333334,177.597068807685,123,5,0.0,0.4,2.0,0.09999999999999998,0.39999999999999997
fivb_vis:20312,2024-08-25,men,NORCECA Championship,NORCECA_MEN,other,DOM,CUB,100,110,1,3,team_b,Centre Slush Puppie,,True,fivb_vis,20312,1478,16,1432.441399390381,1594.7641085595435,0.2820319664198786,1423.416376464945,1603.7891314849796,78,-1,1.0,0.2,-1.4,0.3,-0.8,167,-3,1.0,0.2,-1.8,0.3,-1.0,9,0.1111111111111111,2.0,1.0,2.0,0.8888888888888888,-162.3227091691624,-89,2,0.0,0.0,0.40000000000000013,0.0,0.19999999999999996
fivb_vis:20313,2024-08-25,men,NORCECA Championship,NORCECA_MEN,other,MEX,PRI,109,96,3,2,team_a,Centre Slush Puppie,,True,fivb_vis,20313,1478,17,1587.0609272074832,1539.4619732682977,0.5680750280352946,1600.8825263103538,1525.6403741654271,115,1,1.0,0.6,1.0,0.6,0.7,135,2,1.0,0.4,-1.0,0.7,0.5,17,0.35294117647058826,2.0,1.0,2.0,0.9444444444444444,47.59895393918555,-20,-1,0.0,0.19999999999999996,2.0,-0.09999999999999998,0.19999999999999996
fivb_vis:20314,2024-08-25,men,NORCECA Championship,NORCECA_MEN,other,CAN,USA,86,92,1,3,team_b,Centre Slush Puppie,,True,fivb_vis,20314,1478,18,1717.5907074811596,1898.234305666304,0.26117543703577006,1709.233093496015,1906.5919196514485,238,-1,1.0,0.8,2.0,0.5,0.2,286,1,1.0,0.8,1.2,0.8,1.3,23,0.391304347826087,2.0,1.0,2.0,1.0,-180.64359818514436,-48,-2,0.0,0.0,0.8,-0.30000000000000004,-1.1
fivb_vis:1866,2009-05-15,women,World Championship,WCH_WOMEN,other,UKR,BLR,71,78,0,3,team_b,Olympic Leisure Complex,,True,fivb_vis,1866,148,1,1500.0,1500.0,0.5,1484.0,1516.0,0,0,,,,,,0,0,,,,,,0,,5.0,1.0,5.0,0.16666666666666666,0.0,0,0,,,,,
fivb_vis:1867,2009-05-15,women,World Championship,WCH_WOMEN,other,AZE,ISR,96,72,3,1,team_a,Olympic Leisure Complex,,True,fivb_vis,1867,148,2,1491.5369622966252,1546.5304984710244,0.4215123206037727,1510.0485680373044,1528.0188927303452,9,1,915.0,0.6,0.2,0.4444444444444444,-0.4444444444444444,3,3,131.0,1.0,3.0,1.0,3.0,0,,5.0,1.0,5.0,0.3333333333333333,-54.993536174399196,6,-2,784.0,-0.4,-2.8,-0.5555555555555556,-3.4444444444444446
fivb_vis:1868,2009-05-16,women,World Championship,WCH_WOMEN,other,UKR,ISR,84,92,1,3,team_b,Olympic Leisure Complex,,True,fivb_vis,1868,148,3,1484.0,1528.0188927303452,0.4369885146957089,1470.0163675297374,1542.0025252006078,1,-1,1.0,0.0,-3.0,0.0,-3.0,4,-1,1.0,0.75,1.75,0.75,1.75,0,,5.0,1.0,5.0,0.5,-44.018892730345215,-3,0,0.0,-0.75,-4.75,-0.75,-4.75
fivb_vis:1869,2009-05-16,women,World Championship,WCH_WOMEN,other,BLR,AZE,81,70,3,0,team_a,Olympic Leisure Complex,,True,fivb_vis,1869,148,4,1516.0,1510.0485680373044,0.5085639614694615,1531.7259532329772,1494.3226148043273,1,1,1.0,1.0,3.0,1.0,3.0,10,2,1.0,0.6,0.0,0.5,-0.2,0,,5.0,1.0,5.0,0.6666666666666666,5.951431962695551,-9,-1,0.0,0.4,3.0,0.5,3.2
fivb_vis:1870,2009-05-17,women,World Championship,WCH_WOMEN,other,ISR,BLR,83,97,1,3,team_b,Olympic Leisure Complex,,True,fivb_vis,1870,148,5,1542.0025252006078,1531.7259532329772,0.5147848644835048,1525.5294095371357,1548.1990688964493,5,1,1.0,0.8,1.8,0.8,1.8,2,2,1.0,1.0,3.0,1.0,3.0,0,,5.0,1.0,5.0,0.8333333333333334,10.276571967630616,3,-1,0.0,-0.19999999999999996,-1.2,-0.19999999999999996,-1.2
fivb_vis:1871,2009-05-17,women,World Championship,WCH_WOMEN,other,AZE,UKR,76,49,3,0,team_a,Olympic Leisure Complex,,True,fivb_vis,1871,148,6,1494.3226148043273,1470.0163675297374,0.5349225468651793,1509.2050933046414,1455.1338890294232,11,-1,1.0,0.6,0.0,0.5,-0.3,2,-2,1.0,0.0,-2.5,0.0,-2.5,0,,5.0,1.0,5.0,1.0,24.30624727458985,9,1,0.0,0.6,2.5,0.5,2.2
fivb_vis:1872,2009-05-15,women,World Championship,WCH_WOMEN,other,HRV,HUN,75,38,3,0,team_a,SC Gripe,,True,fivb_vis,1872,149,1,1500.0,1546.5304984710244,0.4334347275397816,1518.130088718727,1528.4004097522975,0,0,,,,,,3,3,124.0,1.0,2.3333333333333335,1.0,2.3333333333333335,0,,5.0,1.0,5.0,0.16666666666666666,-46.53049847102443,-3,-3,,,,,
fivb_vis:1873,2009-05-15,women,World Championship,WCH_WOMEN,other,BEL,SVK,75,58,3,0,team_a,SC Gripe,,True,fivb_vis,1873,149,2,1500.0,1500.0,0.5,1516.0,1484.0,0,0,,,,,,0,0,,,,,,0,,5.0,1.0,5.0,0.3333333333333333,0.0,0,0,,,,,
fivb_vis:1874,2009-05-16,women,World Championship,WCH_WOMEN,other,HRV,SVK,75,56,3,0,team_a,SC Gripe,,True,fivb_vis,1874,149,3,1518.130088718727,1484.0,0.5489597603256685,1532.5633763883056,1469.5667123304213,1,1,1.0,1.0,3.0,1.0,3.0,1,-1,1.0,0.0,-3.0,0.0,-3.0,0,,5.0,1.0,5.0,0.5,34.13008871872694,0,2,0.0,1.0,6.0,1.0,6.0
fivb_vis:1875,2009-05-16,women,World Championship,WCH_WOMEN,other,BEL,HUN,75,56,3,0,team_a,SC Gripe,,True,fivb_vis,1875,149,4,1516.0,1528.4004097522975,0.48216194962906395,1532.5708176118699,1511.8295921404276,1,1,1.0,1.0,3.0,1.0,3.0,4,-1,1.0,0.75,1.0,0.75,1.0,0,,5.0,1.0,5.0,0.6666666666666666,-12.400409752297492,-3,2,0.0,0.25,2.0,0.25,2.0
fivb_vis:1876,2009-05-17,women,World Championship,WCH_WOMEN,other,HRV,BEL,80,62,3,0,team_a,SC Gripe,,True,fivb_vis,1876,149,5,1532.5633763883056,1532.5708176118699,0.49998929121846875,1548.5637190693146,1516.5704749308609,2,2,1.0,1.0,3.0,1.0,3.0,2,2,1.0,1.0,3.0,1.0,3.0,0,,5.0,1.0,5.0,0.8333333333333334,-0.007441223564228494,0,0,0.0,0.0,0.0,0.0,0.0
fivb_vis:1877,2009-05-17,women,World Championship,WCH_WOMEN,other,SVK,HUN,75,55,3,0,team_a,SC Gripe,,True,fivb_vis,1877,149,6,1469.5667123304213,1511.8295921404276,0.4394770493429454,1487.503446751447,1493.892857719402,2,-2,1.0,0.0,-3.0,0.0,-3.0,5,-2,1.0,0.6,0.2,0.6,0.2,0,,5.0,1.0,5.0,1.0,-42.262879810006325,-3,0,0.0,-0.6,-3.2,-0.6,-3.2
fivb_vis:1878,2009-05-13,women,World Championship,WCH_WOMEN,other,ROU,CZE,92,96,1,3,team_b,Orlovec,,True,fivb_vis,1878,150,1,1500.0,1500.0,0.5,1484.0,1516.0,0,0,,,,,,0,0,,,,,,0,,5.0,1.0,5.0,0.1,0.0,0,0,,,,,
fivb_vis:1879,2009-05-13,women,World Championship,WCH_WOMEN,other,BGR,MDA,75,51,3,0,team_a,Orlovec,,True,fivb_vis,1879,150,2,1500.0,1546.5304984710244,0.4334347275397816,1518.130088718727,1528.4004097522975,0,0,,,,,,3,3,122.0,1.0,2.3333333333333335,1.0,2.3333333333333335,0,,5.0,1.0,5.0,0.2,-46.53049847102443,-3,-3,,,,,
fivb_vis:1880,2009-05-14,women,World Championship,WCH_WOMEN,other,MDA,ROU,39,75,0,3,team_b,Orlovec,,True,fivb_vis,1880,150,3,1528.4004097522975,1484.0,0.5635517376032133,1510.3667541489947,1502.0336556033028,4,-1,1.0,0.75,1.0,0.75,1.0,1,-1,1.0,0.0,-2.0,0.0,-2.0,0,,5.0,1.0,5.0,0.3,44.40040975229749,3,0,0.0,0.75,3.0,0.75,3.0
fivb_vis:1881,2009-05-14,women,World Championship,WCH_WOMEN,other,ALB,BGR,44,75,0,3,team_b,Orlovec,,True,fivb_vis,1881,150,4,1500.0,1518.130088718727,0.47393236161802754,1484.8341644282232,1533.2959242905038,0,0,,,,,,1,1,1.0,1.0,3.0,1.0,3.0,0,,5.0,1.0,5.0,0.4,-18.130088718726938,-1,-1,,,,,
fivb_vis:1882,2009-05-15,women,World Championship,WCH_WOMEN,other,CZE,MDA,75,41,3,0,team_a,Orlovec,,True,fivb_vis,1882,150,5,1516.0,1510.3667541489947,0.5081061821273589,1531.7406021719246,1494.62615197707,1,1,2.0,1.0,2.0,1.0,2.0,5,-2,1.0,0.6,0.2,0.6,0.2,0,,5.0,1.0,5.0,0.5,5.633245851005313,-4,3,1.0,0.4,1.8,0.4,1.8
fivb_vis:1883,2009-05-15,women,World Championship,WCH_WOMEN,other,ROU,ALB,75,41,3,0,team_a,Orlovec,,True,fivb_vis,1883,150,6,1502.0336556033028,1484.8341644282232,0.5247318576883628,1517.242236157275,1469.6255838742509,2,1,1.0,0.5,0.5,0.5,0.5,1,-1,1.0,0.0,-3.0,0.0,-3.0,0,,5.0,1.0,5.0,0.6,17.19949117507963,1,2,0.0,0.5,3.5,0.5,3.5
fivb_vis:1884,2009-05-16,women,World Championship,WCH_WOMEN,other,ALB,CZE,41,75,0,3,team_b,Orlovec,,True,fivb_vis,1884,150,7,1469.6255838742509,1531.7406021719246,0.4115496740174617,1456.455994305692,1544.9101917404835,2,-2,1.0,0.0,-3.0,0.0,-3.0,2,2,1.0,1.0,2.5,1.0,2.5,0,,5.0,1.0,5.0,0.7,-62.115018297673714,0,-4,0.0,-1.0,-5.5,-1.0,-5.5
